reason,product_id,product_title,current_brand,proposed_brand,brand_change,current_size_attr,proposed_size,size_note,confidence,action,classify_reason
missing_size,74849,"Maybelline Baby Lips Color Lip Balm Berry Crush SPF20",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74851,"Maybelline Baby Lips Color Lip Balm Pink Lolita SPF20",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74853,"Maybelline Baby Lips Color Lip Balm Cherry Kiss SPF20",Maybelline,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74893,"Miyako Hair Straightener HS-916",Miyako,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74925,"Nirvana Color Face Perfect Liquid Foundation - Light Golden F03",Nirvana,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74935,"Multifunction Makeup Storage Bag","Emart Exclusive",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,74939,"Concealar Brush","Emart Exclusive",,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,75011,"PINKFLASH Waterproof Auto Eyebrow Pencil - 02 Chocolate Brown (PF-E09)",PinkFlash,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75016,"PINKFLASH Waterproof Eyeliner (PF-E01)",PinkFlash,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75018,"PINKFLASH Curl Mascara Pink PF-E08 01",PinkFlash,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75020,"PINKFLASH Curl Mascara Black PF-E08 02",PinkFlash,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75022,"PINKFLASH Lasting Matte Pressed Powder - Shade 222 (PF-F08)",PinkFlash,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75024,"PINKFLASH Lasting Matte Loose Powder - Shade 222 (PF-F06)",PinkFlash,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75036,"Ponds Perfect Radiance BB Translucent Powder",Ponds,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75066,"Remington Ceramic Straight Straightener (S3500)",Remington,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75080,"Rimmel Wonder’Ink Ultimate Liquid Eyeliner (001 Black)",Rimmel,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75082,"Rimmel London Scandaleyes 24hr Waterproof Kohl Kajal 001 Black",Rimmel,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75123,"SADOER Green Tea Hydrating Beauty Mask",Sadoer,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75171,"Sheglam Snatch 'n' Define Stick- Terracotta",Sheglam,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75176,"Sheglam Snatch 'n' Define Stick- Terracotta",Sheglam,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75197,"Skin Cafe Soft Lips Lip Balm Vitamin E-Smoothie",Skincafe,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75277,"SWEET BEAUTY Silicone Mask Stick 2-In-1","Sweet Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75283,"Swiss Beauty Matte Cat Lip Crayon- 14","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75285,"Swiss Beauty Matte Cat Lip Crayon- 11","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75287,"Swiss Beauty Matte Cat Lip Crayon- 06","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75289,"Swiss Beauty Matte Cat Lip Crayon- 02","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75291,"Swiss Beauty Matte Cat Lip Crayon- 01","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75293,"Swiss Beauty Matte Lip Liquid Lipstick- 38","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75295,"Swiss Beauty Matte Lip Liquid Lipstick- 27","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75297,"Swiss Beauty Matte Lip Liquid Lipstick- 22","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75299,"Swiss Beauty Matte Lip Liquid Lipstick-19","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75301,"Swiss Beauty Matte Lip Liquid Lipstick- 12","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75303,"Swiss Beauty Matte Lip Liquid Lipstick- 03","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75305,"Swiss Beauty Matte Lip Liquid Lipstick- 01","Swiss Beauty",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75307,"Swiss Beauty Airbrush Finish Foundation Fair Ivory SB-512","Swiss Beauty",,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,75309,"Swiss Beauty Airbrush Finish Foundation Golden Beige SB-512","Swiss Beauty",,no,,,"single-unit product type; no size expected",info,no_size_expected,"tool / sheet mask / single-use item; size N/A"
missing_size,75335,"Tiam Surprise B Patch",Tiam,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75337,"Tiam Surprise H Patch",Tiam,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75339,"Tiam Vita A Bakuchiol Firming Eye Cream",Tiam,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75349,"Technic Blueberry Pie Pressed Pigment Palette",Technic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75351,"Technic Chocolate Truffle Pressed Pigment Palette",Technic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75355,"Technic Matte Mega Bronze Palette",Technic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75357,"Technic Mega Glow Highlighter Palette",Technic,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75415,"The Derma CO 1% Ceramide Complex Lip Balm for Dry Lips with SPF 30","The Derma Co",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75485,"Trendy Beauties Liquid Matte Waterproof Lipstick 05","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75486,"Trendy Beauties Liquid Matte Waterproof Lipstick 05","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75488,"Trendy Beauties Liquid Matte Waterproof Lipstick 07","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75496,"Trendy Beauties Liquid Matte Waterproof Lipstick 06","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75498,"Trendy Beauties Liquid Matte Waterproof Lipstick 02","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75500,"Trendy Beauties Liquid Matte Waterproof Lipstick 10","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75513,"Trendy Beauties Liquid Matte Waterproof Lipstick 10","Trendy Beautis",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75569,"W7 Candy Blush Angel Dust",W7,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75571,"W7 Candy Blush Gossip",W7,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75575,"W7 Candy Blush Galactic",W7,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75579,"Wet n Wild Foundation Matte E368C (Golden Beige)","Wet n Wild",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75581,"Wet n Wild Megalast Liquid Matte Lipstick 926B (Berry Recognize)","Wet n Wild",,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75605,"WishCare Ceramide Lip Balm Natural with SPF 50 PA+++",Wishcare,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75607,"WishCare Niacinamide Oil Balance Fluid Sunscreen Spf 50+ Pa+++",Wishcare,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,75619,"YANAGIYA Hair Tonic (Menthol Rich)",Yanagiya,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,92910,"ANUA RETINOL 0.3 + NIACIN RENEWING SERUM 30m",Anua,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
missing_size,92916,"Rom&amp;nd THE JUICY LASTING TINT 17 DARK COCONUT",Romnd,,no,,,"size not in title, slug, or pa_pack-size attribute",low,manual_review,"title has no parseable size; needs owner to check product page or packaging"
